[ 2013-12-27T15:42:07+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001774s ]
[ 2013-12-27T17:11:48+08:00 ] /skybroad/index.php/Admin/News/index/mid/7 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '10011' ) LIMIT 1  [ RunTime:0.000175s ]
[ 2013-12-27T17:11:48+08:00 ] /skybroad/index.php/Admin/News/index/mid/7 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '10011' ) LIMIT 1  [ RunTime:0.000176s ]
[ 2013-12-27T17:11:48+08:00 ] /skybroad/index.php/Admin/News/index/mid/7 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '10011' ) LIMIT 1  [ RunTime:0.000174s ]
[ 2013-12-27T17:11:48+08:00 ] /skybroad/index.php/Admin/News/index/mid/7 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '10010' ) LIMIT 1  [ RunTime:0.000184s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001289s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000874s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '8' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000300s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT * FROM `m_categorys` WHERE id=120 LIMIT 1  [ RunTime:0.000241s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT COUNT(*) AS tp_count FROM `m_goods` WHERE ( category_id like '120%' ) LIMIT 1  [ RunTime:0.000305s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT * FROM `m_goods` WHERE ( category_id like '120%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000561s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [8] Undefined index:  cid b23056f75f4fd9aa5583a730513ab7e7.php 第 13 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT * FROM `m_categorys` WHERE id=120 LIMIT 1  [ RunTime:0.000238s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000901s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000228s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [8] Undefined variable: twocate function.php 第 536 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | NOTIC: [8] Undefined index:  cid b23056f75f4fd9aa5583a730513ab7e7.php 第 24 行.
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12013' ) LIMIT 1  [ RunTime:0.000237s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12013' ) LIMIT 1  [ RunTime:0.000234s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12012' ) LIMIT 1  [ RunTime:0.000237s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12012' ) LIMIT 1  [ RunTime:0.000231s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12012' ) LIMIT 1  [ RunTime:0.000237s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12011' ) LIMIT 1  [ RunTime:0.000217s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12011' ) LIMIT 1  [ RunTime:0.000217s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12011' ) LIMIT 1  [ RunTime:0.000214s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12011' ) LIMIT 1  [ RunTime:0.000203s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12011' ) LIMIT 1  [ RunTime:0.000179s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12010' ) LIMIT 1  [ RunTime:0.000183s ]
[ 2013-12-27T17:11:58+08:00 ] /skybroad/index.php/Admin/Goods/index/mid/8 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '12010' ) LIMIT 1  [ RunTime:0.000292s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000931s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '8' ) ORDER BY m_categorys.id asc [ RunTime:0.000337s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.000912s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000201s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT * FROM `m_categorys` WHERE fid=120 [ RunTime:0.000215s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000184s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000182s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000171s ]
[ 2013-12-27T17:11:59+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/8 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=8 LIMIT 1  [ RunTime:0.000173s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001079s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '9' ) ORDER BY m_categorys.id asc [ RunTime:0.000380s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001127s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000237s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT * FROM `m_categorys` WHERE fid=140 [ RunTime:0.000226s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000177s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000212s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000208s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000213s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000239s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/9 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000180s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SHOW COLUMNS FROM `m_case` [ RunTime:0.001334s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000889s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '9' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000289s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT * FROM `m_categorys` WHERE id=140 LIMIT 1  [ RunTime:0.000204s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT COUNT(*) AS tp_count FROM `m_case` WHERE ( category_id like '140%' ) LIMIT 1  [ RunTime:0.000225s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT * FROM `m_case` WHERE ( category_id like '140%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000438s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [8] Undefined index:  cid f038103b634c8b6e6deacd09f186d97d.php 第 14 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT * FROM `m_categorys` WHERE id=140 LIMIT 1  [ RunTime:0.000316s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.009577s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=9 LIMIT 1  [ RunTime:0.000306s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [8] Undefined variable: twocate function.php 第 536 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | NOTIC: [8] Undefined index:  cid f038103b634c8b6e6deacd09f186d97d.php 第 27 行.
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '14014' ) LIMIT 1  [ RunTime:0.000226s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '14010' ) LIMIT 1  [ RunTime:0.000199s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '14010' ) LIMIT 1  [ RunTime:0.000195s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '14010' ) LIMIT 1  [ RunTime:0.000215s ]
[ 2013-12-27T17:12:02+08:00 ] /skybroad/index.php/Admin/Case/index/mid/9 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '14010' ) LIMIT 1  [ RunTime:0.000196s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_guestbook` [ RunTime:0.001514s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  rowpage GuestbookAction.class.php 第 22 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001126s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '10' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000275s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT COUNT(*) AS tp_count FROM `m_guestbook` WHERE ( category_id like '150%' ) LIMIT 1  [ RunTime:0.000206s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT * FROM `m_guestbook` WHERE ( category_id like '150%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000240s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 14 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 57 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001089s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=10 LIMIT 1  [ RunTime:0.000233s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 59 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 65 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 81 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 82 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 83 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  cid e60c835417e9e0d190878174c1c2b9b4.php 第 84 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | NOTIC: [8] Undefined index:  status e60c835417e9e0d190878174c1c2b9b4.php 第 73 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '150' ) LIMIT 1  [ RunTime:0.000211s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Guestbook/index/mid/10 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '150' ) LIMIT 1  [ RunTime:0.000186s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001108s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '10' ) ORDER BY m_categorys.id asc [ RunTime:0.000395s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001098s ]
[ 2013-12-27T17:12:03+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/10 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=10 LIMIT 1  [ RunTime:0.000233s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001376s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.000923s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `id` FROM `m_categorys` WHERE ( `model_id` = '11' ) AND ( `fid` = 1 ) ORDER BY id asc LIMIT 1  [ RunTime:0.000417s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  rowpage AdminAction.class.php 第 357 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  searchKey AdminAction.class.php 第 358 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT COUNT(*) AS tp_count FROM `m_advert` WHERE ( category_id like '180%' ) LIMIT 1  [ RunTime:0.000242s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT * FROM `m_advert` WHERE ( category_id like '180%' ) ORDER BY `id` desc LIMIT 0,12  [ RunTime:0.000340s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [2048] Creating default object from empty value CommonAction.class.php 第 52 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 14 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 24 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001197s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `modelname` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000251s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | NOTIC: [8] Undefined index:  cid cfc9dc5e7b96a6cfb24aa8d6a0cf6d8b.php 第 26 行.
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000222s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Advert/index/mid/11 | SQL: SELECT `title` FROM `m_categorys` WHERE ( `id` = '18010' ) LIMIT 1  [ RunTime:0.000201s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001073s ]
[ 2013-12-27T17:12:05+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '11' ) ORDER BY m_categorys.id asc [ RunTime:0.000362s ]
[ 2013-12-27T17:12:06+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:06+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001034s ]
[ 2013-12-27T17:12:06+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000231s ]
[ 2013-12-27T17:12:06+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT * FROM `m_categorys` WHERE fid=180 [ RunTime:0.000213s ]
[ 2013-12-27T17:12:06+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/11 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=11 LIMIT 1  [ RunTime:0.000173s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SHOW COLUMNS FROM `m_categorys` [ RunTime:0.001079s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT m_categorys.*,m_modelconfig.modelaction FROM `m_categorys` LEFT JOIN m_modelconfig on(m_modelconfig.id=m_categorys.model_id) WHERE ( m_categorys.fid = 1 ) AND ( m_categorys.model_id = '23' ) ORDER BY m_categorys.id asc [ RunTime:0.000484s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001296s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000271s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | SQL: SELECT `modelaction` FROM `m_modelconfig` WHERE id=23 LIMIT 1  [ RunTime:0.000246s ]
[ 2013-12-27T17:12:07+08:00 ] /skybroad/index.php/Admin/Index/sidemenu/mid/23 | NOTIC: [8] Undefined index:  access e488c14ec6265e83d7afc8f2ff16ec26.php 第 52 行.
