[ 2013-12-19T09:12:24+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387415541805 | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001794s ]
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 80 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 73 行.
[ 2013-12-19T09:12:27+08:00 ] /skybroad/index.php/Admin/System/getSpaceSize | NOTIC: [8] Undefined variable: sizeResult SystemAction.class.php 第 75 行.
[ 2013-12-19T09:25:27+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001772s ]
[ 2013-12-19T09:25:27+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000270s ]
[ 2013-12-19T09:25:27+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SHOW COLUMNS FROM `m_news` [ RunTime:0.001362s ]
[ 2013-12-19T09:25:27+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SELECT * FROM `m_news` WHERE category_id=130 LIMIT 1  [ RunTime:0.000351s ]
[ 2013-12-19T09:35:40+08:00 ] /skybroad/index.php/Mobile | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001505s ]
[ 2013-12-19T09:35:40+08:00 ] /skybroad/index.php/Mobile | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000267s ]
[ 2013-12-19T09:35:40+08:00 ] /skybroad/index.php/Mobile | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001424s ]
[ 2013-12-19T09:35:40+08:00 ] /skybroad/index.php/Mobile | SQL: SELECT * FROM `m_advert` ORDER BY id asc LIMIT 5  [ RunTime:0.000319s ]
[ 2013-12-19T09:35:42+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387416941297 | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001452s ]
[ 2013-12-19T09:35:42+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387416941297 | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000256s ]
[ 2013-12-19T09:35:42+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387416941297 | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001105s ]
[ 2013-12-19T09:35:42+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387416941297 | SQL: SELECT * FROM `m_advert` ORDER BY id asc LIMIT 5  [ RunTime:0.000268s ]
[ 2013-12-19T09:35:42+08:00 ] /skybroad/index.php/Mobile/Ajaxload/index_advajaxload?_=1387416941297 | NOTIC: [8] Undefined variable: str AjaxloadAction.class.php 第 65 行.
[ 2013-12-19T09:54:48+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001733s ]
[ 2013-12-19T09:54:48+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000264s ]
[ 2013-12-19T09:54:48+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SHOW COLUMNS FROM `m_news` [ RunTime:0.001362s ]
[ 2013-12-19T09:54:48+08:00 ] /skybroad/index.php/Mobile/Contact | SQL: SELECT * FROM `m_news` WHERE category_id=130 LIMIT 1  [ RunTime:0.000354s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001734s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000269s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message | SQL: SHOW COLUMNS FROM `m_guestbook` [ RunTime:0.001443s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message/verify | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001485s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message/verify | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000256s ]
[ 2013-12-19T09:54:51+08:00 ] /skybroad/index.php/Mobile/Message/verify | SQL: SHOW COLUMNS FROM `m_guestbook` [ RunTime:0.001087s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SHOW COLUMNS FROM `m_part` [ RunTime:0.001452s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `lang` = 'zh-cn' ) AND ( `is_publish` = '1' ) AND ( `pid` = 0 ) ORDER BY orderNum desc [ RunTime:0.000392s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '31' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000262s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '32' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000277s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '33' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000349s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '34' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000285s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '35' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000277s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '36' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000275s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '37' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000287s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '38' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000272s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001698s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SHOW COLUMNS FROM `m_domain` [ RunTime:0.001140s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_domain` WHERE target != 'PC' [ RunTime:0.000452s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | NOTIC: [8] Undefined variable: domain HomeAction.class.php 第 22 行.
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_domain` WHERE target = 'PC' [ RunTime:0.000279s ]
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | NOTIC: [8] Undefined variable: domainPC HomeAction.class.php 第 27 行.
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | NOTIC: [8] Undefined offset:  1 HomeAction.class.php 第 27 行.
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in D:\www\m.5izh.com\skybroad\App\Lib\Action\HomeAction.class.php on line 44 and defined HomeAction.class.php 第 54 行.
[ 2013-12-19T10:54:28+08:00 ] /skybroad/index.php/Home | SQL: SELECT * FROM `m_system` WHERE ( `lang` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000298s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SHOW COLUMNS FROM `m_part` [ RunTime:0.001112s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `lang` = 'zh-cn' ) AND ( `is_publish` = '1' ) AND ( `pid` = 0 ) ORDER BY orderNum desc [ RunTime:0.000362s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '31' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000253s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '32' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000239s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '33' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000249s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '34' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000229s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '35' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000228s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '36' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000224s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '37' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000231s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_part` WHERE ( `pid` = '38' ) AND ( `is_publish` = 1 ) ORDER BY orderNum desc [ RunTime:0.000226s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001299s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SHOW COLUMNS FROM `m_domain` [ RunTime:0.000809s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_domain` WHERE target != 'PC' [ RunTime:0.000200s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | NOTIC: [8] Undefined variable: domain HomeAction.class.php 第 22 行.
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_domain` WHERE target = 'PC' [ RunTime:0.000197s ]
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | NOTIC: [8] Undefined variable: domainPC HomeAction.class.php 第 27 行.
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | NOTIC: [8] Undefined offset:  1 HomeAction.class.php 第 27 行.
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | NOTIC: [2] Missing argument 2 for HomeAction::assignSystem(), called in D:\www\m.5izh.com\skybroad\App\Lib\Action\HomeAction.class.php on line 44 and defined HomeAction.class.php 第 54 行.
[ 2013-12-19T10:54:37+08:00 ] /skybroad/index.php/home | SQL: SELECT * FROM `m_system` WHERE ( `lang` = 'zh-cn' ) LIMIT 1  [ RunTime:0.000231s ]
[ 2013-12-19T11:01:09+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_system` [ RunTime:0.001446s ]
[ 2013-12-19T11:01:09+08:00 ] /skybroad/ | SQL: SELECT * FROM `m_system` LIMIT 1  [ RunTime:0.000249s ]
[ 2013-12-19T11:01:09+08:00 ] /skybroad/ | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001411s ]
[ 2013-12-19T11:01:09+08:00 ] /skybroad/ | SQL: SELECT * FROM `m_advert` ORDER BY id asc LIMIT 5  [ RunTime:0.000289s ]
[ 2013-12-19T11:01:28+08:00 ] /skybroad/index.php/Admin/Index/index.html | SQL: SHOW COLUMNS FROM `m_modelconfig` [ RunTime:0.001319s ]
[ 2013-12-19T11:01:28+08:00 ] /skybroad/index.php/Admin/Index/index.html | SQL: SELECT * FROM `m_modelconfig` WHERE is_sel=1 ORDER BY id asc [ RunTime:0.000352s ]
[ 2013-12-19T11:01:28+08:00 ] /skybroad/index.php/Admin/Index/index.html | NOTIC: [8] Undefined index:  lang cbf9e7b8bf66a95a7a86d8ee0c98b98a.php 第 45 行.
[ 2013-12-19T11:01:28+08:00 ] /skybroad/index.php/Admin/Index/index.html | NOTIC: [8] Undefined variable: langList cbf9e7b8bf66a95a7a86d8ee0c98b98a.php 第 138 行.
[ 2013-12-19T11:01:28+08:00 ] /skybroad/index.php/Admin/Index/index.html | NOTIC: [8] Undefined variable: default_group cbf9e7b8bf66a95a7a86d8ee0c98b98a.php 第 155 行.
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_news` [ RunTime:0.001656s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_goods` [ RunTime:0.001415s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_guestbook` [ RunTime:0.001470s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_advert` [ RunTime:0.001184s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_link` [ RunTime:0.001270s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_download` [ RunTime:0.001568s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_job` [ RunTime:0.001331s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_job_resume` [ RunTime:0.001619s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_member` [ RunTime:0.001600s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SHOW COLUMNS FROM `m_custom` [ RunTime:0.001457s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `m_news` LIMIT 1  [ RunTime:0.000256s ]
[ 2013-12-19T11:01:30+08:00 ] /skybroad/index.php/Admin/Index/main | SQL: SELECT COUNT(*) AS tp_count FROM `m_goods` LIMIT 1  [ RunTime:0.000198s ]
